word,label_id
A,0
ABATTOIR,1
ABDOMEN,2
ABLE,3
ABOMINATION,4
ABORIGINE,5
ABORTION,6
ABOUT-TURN,7
ABOVE,8
ABSCOND,9
ABSENCE,10
ABSOLUTE VALUE,11
ABUSE,12
ACCELERATOR,13
ACCEPTANCE,14
ACCESS,15
ACCIDENT,16
ACCOMMODATION,17
ACCORD,18
ACCUMULATION,19
ACHE,20
ACNE,21
ACQUIRE,22
ACROSS,23
ACTION,24
ACTIVITY,25
ACTOR,26
ACUPUNCTURE,27
ADAPT,28
ADDICTION,29
ADDITION,30
ADDRESS,31
ADELAIDE,32
ADHERENT,33
ADMINISTRATION,34
ADMISSION,35
ADMIT,36
ADOPT,37
ADOPTION,38
ADORATION,39
ADULT,40
ADULTS,41
ADVANCE,42
ADVANTAGE,43
ADVANTAGE (TENNIS),44
ADVANTAGED,45
ADVENT,46
ADVERTISEMENT,47
ADVOCACY,48
ADVOCATE,49
AFFAIR,50
AFFORD,51
AFRICA,52
AGAIN,53
AGAINST,54
AGAPE,55
AGENDA,56
AGES,57
AGREEMENT,58
AHEAD,59
AHH,60
AIM,61
AIM (ARROW),62
AIR,63
AIR-CONDITIONING,64
AIRPLANE,65
AIRPORT,66
ALARM (FLASHING),67
ALARM (RINGING),68
ALARM (SIREN),69
ALARM CLOCK (VIBRATING),70
ALCOHOL,71
ALCOHOLIC,72
ALERTNESS,73
ALGEBRA,74
ALL,75
ALL OUT,76
ALL TOGETHER,77
ALMOST,78
ALONE,79
ALOOF,80
ALPHA,81
ALPHABET,82
ALREADY,83
ALRIGHT,84
ALSATIAN (DOG),85
ALSO,86
ALTAR,87
ALTERATIONS (CLOTHING),88
ALTERNATE,89
AMATEUR,90
AMAZING (EXCLAMATION),91
AMBITIOUS,92
AMBULANCE,93
AMEN,94
AMENDMENTS,95
AMERICA (USA),96
AMERICAS (NORTH AND SOUTH AMERICA),97
AMERINDIAN,98
AMNESIA,99
AMPHETAMINE,100
AMPUTATION,101
AMSTERDAM,102
ANCESTORS,103
AND,104
ANGER,105
ANGLE,106
ANIMAL,107
ANNOUNCE,108
ANNOYING,109
ANSWER,110
ANSWERING MACHINE,111
ANTHROPOLOGY,112
ANTISEPTIC,113
ANTLERS,114
ANUS,115
APOLOGY,116
APOSTROPHE,117
APPEARANCE,118
APPLAUSE,119
APPLE,120
APPLY,121
APPRENTICE,122
APPROACH,123
APPROXIMATION,124
APRICOT,125
APRON,126
AQUARIUS,127
ARBITRARINESS,128
ARE,129
AREA (SURFACE AREA),130
ARGUMENT,131
ARITHMETIC,132
ARM,133
ARMY,134
AROUND,135
ARRANGE,136
ARREST,137
ARROW,138
ARTILLERY,139
ASCENSION,140
ASHTRAY,141
ASIA,142
ASK,143
ASK AROUND,144
ASLEEP,145
ASSEMBLY LINE,146
ASSERTIVENESS,147
ASSIGNMENT,148
ASSOCIATION,149
ASTHMA,150
ASTONISHING,151
ASYMPTOTE,152
ATTACK,153
ATTAIN,154
ATTEMPT,155
ATTENTION,156
ATTITUDE,157
ATTRACT,158
ATTRACTION,159
AUCTION,160
AUDIENCE,161
AUDIENCE (EXCITED),162
AUDITORY-VERBAL,163
AUNT,164
AUSLAN,165
AUSTRALIA,166
AUSTRALIAN RULES,167
AUSTRIA,168
AUTHOR,169
AUTHORITY,170
AUTISM,171
AUTOMATIC,172
AUTOMATIC DOORS,173
AUTUMN,174
AVAILABILITY,175
AVENUE,176
AVERAGE,177
AVOID,178
AVOIDANCE,179
AXIS,180
B,181
BABY,182
BACK,183
BACK (OF BODY),184
BACKGROUND,185
BACKSTROKE,186
BACKWARD,187
BACON,188
BAD,189
BAD LUCK,190
BADGE,191
BADMINTON,192
BAG,193
BAKE,194
BALD,195
BALD TYRE,196
BALL OF STRING,197
BALL-UP (AUSTRALIAN RULES FOOTBALL),198
BALLET,199
BALLOON,200
BAN,201
BANANA,202
BANDAGE,203
BANK,204
BANK (SHORE),205
BANKNOTE,206
BANKRUPTCY,207
BANQUET,208
BAPTISE,209
BAPTISED,210
BAPTISM,211
BARBER,212
BARK (DOG),213
BARMAN,214
BARRACKER,215
BARRIER,216
BARTENDER,217
BASE,218
BASE (OF TRIANGLE),219
BASEBALL,220
BASIN,221
BASKET,222
BASKETBALL,223
BAT,224
BATH,225
BE (NOT BE),226
BEADED NECKLACE,227
BEANS,228
BEAR,229
BEARD,230
BEAT (DEFEAT),231
BEAT (MIX),232
BEAUTIFUL,233
BEAUTY,234
BECOME,235
BED,236
BED (SEABED),237
BEDFRAME,238
BEDROOM,239
BEER,240
BEFORE,241
BEFORE THAT,242
BEFORE THAT (NOT BEFORE THAT),243
BEFUDDLEMENT,244
BEG,245
BEGINNING DIRECTIONAL,246
BEHAVIOUR,247
BEHIND,248
BELIEVE (NOT BELIEVE),249
BELIEVE IN,250
BELL,251
BELT,252
BEND,253
BENEATH,254
BENEFIT,255
BEQUEST,256
BERET,257
BERLIN,258
BERRY,259
BESIDE,260
BEST,261
BETA,262
BETTER,263
BEVERAGE,264
BEWILDER,265
BIASED,266
BIB,267
BIBLE,268
BIBLIOGRAPHY,269
BICYCLE,270
BID (AUCTION),271
BID (BET),272
BIG,273
BIKINI,274
BILL,275
BILLIARDS,276
BILLION,277
BIN,278
BINOCULARS,279
BINOMIAL,280
BIOLOGY,281
BIRD,282
BISEXUALITY,283
BISHOP,284
BIT,285
BITE,286
BLACK (PERSON),287
BLACK EYE,288
BLACKBOARD,289
BLAME,290
BLANK,291
BLANKET,292
BLAZE (SUN),293
BLESS,294
BLESSING,295
BLIND,296
BLINK,297
BLISTER,298
BLOCK (SHAPE),299
BLOCKAGE,300
BLONDE,301
BLOOD,302
BLOOD PRESSURE,303
BLOOD SAMPLE,304
BLOSSOM,305
BLOW UP,306
BLUDGE,307
BLUEPRINT,308
BLUNT,309
BLUR,310
BLUSH,311
BOARD (COMMITTEE),312
BOARD (LIVE AT),313
BOARD GAME,314
BOARDING SCHOOL,315
BOAST,316
BOAT,317
BODY,318
BODY PARTS (POINTING TO),319
BONE,320
BOOBS,321
BOOK,322
BOOKCASE,323
BOOMERANG,324
BOOT (CAR),325
BOOTMAKER,326
BORDER,327
BORE,328
BOREDOM,329
BORROWING,330
BOSS,331
BOSSY,332
BOTH,333
BOTHER,334
BOTHER (NO BOTHER),335
BOTTLE,336
BOTTLE-FEEDING,337
BOUNCE,338
BOUNDARY,339
BOUNDARY UMPIRE,340
BOW (BEND OVER),341
BOW (RIBBON),342
BOW TIE,343
BOWEL,344
BOWL (DISH),345
BOWLED OUT (CRICKET),346
BOWLER (CRICKET),347
BOWLS,348
BOX,349
BOXING,350
BOY,351
BOYFRIEND,352
BRA,353
BRACELET,354
BRACKET,355
BRAG,356
BRAIDED,357
BRAILLE,358
BRAIN,359
BRAINY,360
BRAKE,361
BRAVERY,362
BREAD,363
BREAK,364
BREAKAWAY (RUGBY),365
BREAKDOWN,366
BREAST,367
BREAST STROKE,368
BREATH,369
BREATHING,370
BREED,371
BREVITY,372
BRICK,373
BRICK WALL (OBSTACLE),374
BRICKLAYER,375
BRIDE,376
BRIDGE,377
BRIGHT (SMART),378
BRIGHTNESS,379
BRILLIANT,380
BRING FORWARD,381
BRISBANE,382
BRITAIN,383
BROCHURE,384
BROOCH,385
BROOM,386
BROTHER,387
BUBBLES,388
BUCKET,389
BUDDIES,390
BUDGERIGAR,391
BUDGET,392
BUFFER,393
BUGGER (BASTARD),394
BUILD,395
BUILD UP,396
BULL,397
BULL'S-EYE,398
BULLDOZER,399
BULLET,400
BULLSHIT (NONSENSE),401
BULLY,402
BUM,403
BUN (HAIR),404
BUNDLE,405
BUNK,406
BUNKER,407
BURDEN,408
BUREAUCRACY,409
BURGER,410
BURROW,411
BURST INTO FLAMES,412
BUS DRIVER,413
BUSTY,414
BUSY,415
BUT,416
BUTTER,417
BUTTERFLY,418
BUTTERFLY STROKE,419
BUTTOCKS,420
BUTTON (CLOTHING),421
BUTTON UP,422
BYE-BYE,423
C,424
CABBAGE,425
CABLE STITCH,426
CADDIE,427
CADGE,428
CAESAREAN,429
CAFE,430
CAGE,431
CAIRNS,432
CAKE,433
CALCULATION,434
CALCULATOR,435
CALCULUS,436
CALENDAR,437
CALL OUT,438
CALLISTHENICS,439
CALVARY,440
CAMEL,441
CAMERA,442
CAMERAMAN,443
CAN (TIN),444
CAN-OPENER,445
CANADA,446
CANBERRA,447
CANCER,448
CANDLE,449
CANING,450
CANOE,451
CAP,452
CAPACITY,453
CAPPUCCINO,454
CAPTION,455
CAPTURE,456
CAR (AT),457
CAR PARK,458
CARAVAN,459
CARBURETTOR,460
CARE,461
CARPET,462
CARRY,463
CARRY OFF,464
CARRY ON TO,465
CART,466
CARTRIDGE,467
CASH REGISTER,468
CASINO,469
CASTLE,470
CAT,471
CATCH (UNDERSTAND),472
CATCH UP,473
CATHOLICISM,474
CEILING,475
CEILING FAN,476
CELEBRATION,477
CENT,478
CENTIMETRE,479
CENTRE,480
CENTRE HALF-BACK,481
CENTRE HALF-FORWARD,482
CENTURION,483
CERTIFICATE,484
CERTIFY,485
CHAIN,486
CHAIR,487
CHALLENGE,488
CHAMPAGNE,489
CHAMPION,490
CHANGE MIND,491
CHANNEL (TV),492
CHAPTER,493
CHARACTERS,494
CHARGE,495
CHASE,496
CHASTENED,497
CHEAP,498
CHEAT,499
CHECK (PATTERN),500
CHECKLIST,501
CHEEK,502
CHEESE,503
CHEF,504
CHEMISTRY,505
CHEQUE,506
CHERRY,507
CHEST,508
CHEWING,509
CHEWING GUM,510
CHICK,511
CHICKEN-POX,512
CHILD,513
CHILDHOOD,514
CHILDREN,515
CHILE,516
CHILL,517
CHILLI,518
CHIN,519
CHINWAG,520
CHIP,521
CHIROPRACTOR,522
CHISEL,523
CHOCOLATE,524
CHOKE (CAR),525
CHOOSE,526
CHOP,527
CHOP DOWN,528
CHOREOGRAPHY,529
CHRISTMAS,530
CHUNDER,531
CHURCH,532
CIGARETTE,533
CIGARETTE (ROLL-YOUR-OWN),534
CIRCLE,535
CIRCUMCISION,536
CIRCUMFERENCE,537
CIRCUS,538
CITY,539
CLAM,540
CLASSIFIER,541
CLAW,542
CLAY,543
CLEANING,544
CLEANNESS,545
CLEAR,546
CLEVER,547
CLEVER (NOT CLEVER),548
CLIFF,549
CLIMB,550
CLIMBING,551
CLIP,552
CLOCK,553
CLOSE,554
CLOSE (AUTOMATIC DOORS),555
CLOSE (BOOK),556
CLOSE (DRAWER),557
CLOSE (FOLDER),558
CLOSE (SLIDING-DOOR),559
CLOSE (WINDOW),560
CLOSE SHAVE,561
CLOSENESS,562
CLOSURE,563
CLOTH,564
CLOUD,565
CLOWN,566
CLUB,567
CLUBS,568
CO-ORDINATE,569
COARSE,570
COAT (CLOTHING),571
COAT-HANGER,572
COBRA,573
COCHLEAR,574
COCKROACH,575
COCKTAIL,576
COERCION,577
COFFEE BEANS,578
COFFIN,579
COGITATION,580
COIN,581
COINCIDENCE,582
COLA,583
COLANDER,584
COLD,585
COLD (ILLNESS),586
COLLAPSE,587
COLLAR,588
COLLECT,589
COLLECTOR,590
COLLEGE,591
COLON (PUNCTUATION MARK),592
COLUMN,593
COMB,594
COME HERE,595
COME UP WITH,596
COMFORTABLE,597
COMIC,598
COMING,599
COMMA,600
COMMANDMENT,601
COMMEMORATION,602
COMMITTEE,603
COMMON KNOWLEDGE,604
COMMUNICATION,605
COMMUNISM,606
COMMUNITY,607
COMPANY,608
COMPANY (BUSINESS),609
COMPARISON,610
COMPASSES,611
COMPASSION,612
COMPETE,613
COMPETITION,614
COMPLAINT,615
COMPLETE (FINISH),616
COMPLETELY,617
COMPLICATION,618
COMPONENT,619
COMPUTER,620
CONCEAL,621
CONCENTRATION,622
CONCERNING,623
CONDOM,624
CONDUCTOR,625
CONFERENCE,626
CONFESSION,627
CONFIDENCE,628
CONFIDENCE (LOSE CONFIDENCE),629
CONFIRM,630
CONFLICT,631
CONFOUND,632
CONFRONTING,633
CONFUSION,634
CONGRATULATIONS,635
CONGREGATE,636
CONJUGATE (MATHEMATICS),637
CONNECTION,638
CONSCIENCE,639
CONSIDERATION,640
CONSTANT (MATHEMATICS),641
CONSULTANT,642
CONSULTATION,643
CONTACT,644
CONTACT LENSES,645
CONTAINER,646
CONTEMPLATE,647
CONTINUATION,648
CONTINUUM,649
CONTRACTED,650
CONTRACTION (SHRINKAGE),651
CONTRIBUTION,652
CONTROL,653
CONVENIENT,654
CONVERSATION,655
CONVERT,656
COOKIE,657
COPY,658
COPYRIGHT,659
CORDIAL,660
CORK,661
CORKSCREW,662
CORN COB,663
CORNER,664
CORPORAL,665
CORPUS,666
CORRESPOND,667
CORSET,668
COSTUME,669
COT,670
COTTON,671
COUGH,672
COUNCIL,673
COUNSELLOR,674
COUNTRY,675
COUNTRY-WIDE,676
COUPLE,677
COURAGE,678
COURSE,679
COURT (LAW),680
COUSIN,681
COVER,682
COVER UP,683
COVID-19,684
COW,685
COWBOY,686
CRAB,687
CRACK,688
CRACKER,689
CRAMP,690
CRANE,691
CRANKINESS,692
CRAP,693
CRASH (PLANE),694
CRASH (VEHICLE),695
CRAYON,696
CRAZY,697
CREAM,698
CREATION,699
CREDIT CARD,700
CREEPY-CRAWLY,701
CREWCUT,702
CRICKET,703
CRIMINAL,704
CRITICISM,705
CROCHET,706
CROCODILE,707
CROISSANT,708
CROSS OUT,709
CROSS-STICKS,710
CROSSING,711
CROWN,712
CRUCIFIXION,713
CRUEL,714
CRUMBS,715
CRUSH,716
CRUSTACEAN,717
CRUTCHES,718
CRYSTAL,719
CUB,720
CUBE (MATHEMATICS),721
CUBE ROOT (MATHEMATICS),722
CUDDLE,723
CUED-SPEECH,724
CUFF,725
CULTURE,726
CUPBOARD,727
CURIOUS,728
CURL,729
CURLS,730
CURRENCY,731
CURRENT,732
CURRICULUM,733
CURSOR,734
CURTAIN,735
CURVE,736
CUT,737
CUT OUT,738
CUT-THROAT RAZOR,739
CUTE,740
CUTLERY,741
CYCLONE,742
CYLINDER,743
D,744
DAMAGE,745
DANCE,746
DARK,747
DART,748
DAUGHTER,749
DAY (ALL DAY LONG),750
DAY (THE NEXT DAY),751
DAYBREAK,752
DAYDREAM,753
DAYTIME,754
DE FACTO,755
DEAD END,756
DEAF CLUB,757
DEAF MUTE,758
DEAFEN,759
DEAL (CARDS),760
DEBRIEF,761
DEBT,762
DECENCY,763
DECEPTION,764
DECIDE,765
DECISION,766
DECLARE (CRICKET),767
DECORATION,768
DEFEAT,769
DEGREE,770
DEGREE (DIPLOMA),771
DELAY,772
DELIVERANCE,773
DELIVERY,774
DEMAND,775
DEMOCRACY,776
DEMOLITION,777
DEMOTION,778
DENIAL,779
DENMARK,780
DENOMINATOR,781
DENTIST,782
DENY,783
DEODORANT,784
DEPEND ON,785
DEPLETE,786
DEPOSIT,787
DEPRESSION,788
DEPTH,789
DESCRIBE,790
DESK,791
DETERIORATE,792
DEUCE (TENNIS),793
DEVELOPED,794
DEVIL,795
DIAGNOSIS,796
DIAGONAL,797
DIAGRAM,798
DIAL,799
DIALOGUE,800
DIAMETER,801
DIAMOND,802
DIAMOND RING,803
DIARRHOEA,804
DICE,805
DICKHEAD,806
DICTIONARY,807
DID,808
DIFFERENCE,809
DIFFERENCES,810
DIFFICULTY,811
DIGITAL WATCH,812
DIGRESSION,813
DILATION,814
DINING ROOM,815
DINOSAUR,816
DIP,817
DIRECTIONAL,818
DIRECTOR,819
DIRT,820
DISABILITY,821
DISADVANTAGE,822
DISAGREEMENT,823
DISALLOW,824
DISAPPEAR (INTO DISTANCE),825
DISAPPOINTMENT,826
DISBELIEF,827
DISCIPLINE,828
DISCONNECT,829
DISCONNECTION,830
DISCOURAGEMENT,831
DISCOVER,832
DISCRIMINATION,833
DISCUS,834
DISGUSTING,835
DISH,836
DISK,837
DISLIKE,838
DISMEMBERMENT,839
DISMISS,840
DISMISSIVE,841
DISPATCH,842
DISREGARD,843
DISSIMULATE,844
DISSOLVING,845
DISTASTEFUL,846
DISTRACTION,847
DISTURB,848
DIVE,849
DIVERGENCE,850
DIVING,851
DIVISION (MATHEMATICS),852
DIVORCEE,853
DIZZINESS,854
DO,855
DO (DO NOT),856
DOCTOR,857
DOES,858
DOFF,859
DOG,860
DOLL,861
DOLLAR,862
DOLPHIN,863
DOMINO,864
DON'T KNOW,865
DONKEY,866
DOONA,867
DOORBELL,868
DOORBELL (FLASHING LIGHT),869
DOORKNOB,870
DORMITORY,871
DOUBLE,872
DOUBLE ADAPTOR,873
DOUBT,874
DOUGH,875
DOWN,876
DOWNWARD,877
DRAFTING (DRAW),878
DRAG (FEMALE IMPERSONATION),879
DRAGON,880
DRAIN,881
DRAMA,882
DRAW (LOTTERY),883
DRAW LINE,884
DRAWING,885
DREAM,886
DRESS,887
DRESSING GOWN,888
DRILL,889
DRIPOLATOR,890
DRIVE IN,891
DRIVER,892
DRIVERS,893
DRIZZLE,894
DROP,895
DROPS,896
DRUG,897
DRUMSTICK,898
DRYER,899
DRYNESS,900
DUBLIN,901
DUCK,902
DUCK (LOWER HEAD),903
DUCKLING,904
DUES,905
DULLNESS,906
DUMB (MUTE),907
DUMMY,908
DUMP,909
DUST,910
DYE,911
E,912
E OR E (FINGERSPELLING),913
EACH,914
EACH OTHER,915
EAGERNESS,916
EAR,917
EARACHE,918
EARLY,919
EARRING,920
EARTHQUAKE,921
EASE,922
EAST,923
EASTER,924
EASY-PEASY,925
ECHIDNA,926
EDIT,927
EDUCATE,928
EGG-BEATER,929
EGYPT,930
EGYPT (ANCIENT EGYPT),931
EIGHT,932
EIGHTEEN,933
EIGHTH,934
EJACULATION,935
ELAN,936
ELASTIC,937
ELBOW,938
ELEPHANT,939
ELEVEN,940
ELIMINATE,941
EMACIATED,942
EMBARRASS,943
EMBARRASSMENT,944
EMIT,945
EMOTION,946
EMPATHY,947
EMPOWER,948
EMPTY,949
EMU,950
ENCLOSURE,951
ENCOUNTER,952
ENCOURAGE,953
END DIRECTIONAL,954
ENDING,955
ENDURANCE,956
ENEMY,957
ENGINE,958
ENGLAND,959
ENGRAVING,960
ENJOYMENT,961
ENLARGE,962
ENLARGEMENT,963
ENLIGHTENMENT,964
ENOUGH (NOT ENOUGH),965
ENQUIRY,966
ENTHUSIASTIC,967
ENTICE,968
ENVELOPE,969
ENVIRONMENT,970
ENVISAGE,971
ENVY,972
EPISTLE,973
EQUAL (MATHEMATICS),974
EQUALIZE,975
EQUATION,976
EQUIPMENT,977
ERR,978
ESCALATOR,979
ET CETERA,980
ETERNITY,981
ETHNIC,982
EUROPE,983
EVALUATE,984
EVENING,985
EVERY,986
EVERYONE,987
EVERYTHING,988
EVIDENCE,989
EXACT,990
EXACTITUDE,991
EXAGGERATION,992
EXALTATION,993
EXAMINE,994
EXAMINED,995
EXAMPLE,996
EXCELLENCE,997
EXCEPTION,998
EXCITEMENT,999
EXCUSE,1000
EXERCISE (PHYSICAL),1001
EXHAUST PIPE,1002
EXIT,1003
EXPECT,1004
EXPENSE,1005
EXPENSES,1006
EXPERIMENT,1007
EXPLANATION,1008
EXPLORE,1009
EXPONENT (MATHEMATICS),1010
EXPRESS (VERY FAST),1011
EXPRESSION (FACIAL),1012
EXPRESSIVENESS,1013
EXQUISITE,1014
EXTENSION,1015
EXTINCT,1016
EXTRACT,1017
EYE,1018
EYE-POPPING,1019
EYEBALL,1020
EYEBROW PENCIL,1021
EYEBROWS,1022
EYELASHES,1023
EYELINER,1024
EYESIGHT,1025
F,1026
FACE MASK,1027
FACEBOOK,1028
FACING,1029
FACTOR (MATHEMATICS),1030
FACTORIAL,1031
FACTORY,1032
FAILURE,1033
FAINT,1034
FAIR,1035
FAIRNESS,1036
FAITH,1037
FALL (TOPPLE),1038
FALL BACK,1039
FALSE TEETH,1040
FAMILIAR,1041
FAMILIARITY,1042
FAN BELT,1043
FANTASY,1044
FAR,1045
FARM,1046
FART,1047
FASCINATING,1048
FASCINATION,1049
FASHION,1050
FAST,1051
FAST FORWARD,1052
FASTEN,1053
FAT,1054
FATHER,1055
FAULT,1056
FAX MACHINE,1057
FEAR,1058
FEAST,1059
FEED,1060
FEEDBACK,1061
FEEL,1062
FELLATIO,1063
FELLING (TREES),1064
FEMINIST,1065
FERRIS WHEEL,1066
FEW,1067
FIFTEEN,1068
FIFTH,1069
FIFTH (FRACTION),1070
FIFTH (LIST),1071
FIGURE (BODY SHAPE),1072
FILE,1073
FILL UP,1074
FILLER,1075
FILTER,1076
FIN (DORSAL FIN),1077
FINAL,1078
FINALLY,1079
FIND,1080
FINE (OK),1081
FINGER,1082
FINGERNAIL,1083
FINGERPRINT,1084
FINGERSPELLING,1085
FINISH,1086
FINISH (CIGARETTE),1087
FINISH (DRINK),1088
FIRE,1089
FIREFIGHTER,1090
FIRING,1091
FIRST,1092
FIRST (EVERY FIRST),1093
FIRST (LIST),1094
FIRST AID,1095
FISH,1096
FISHING,1097
FIT,1098
FIT (HEALTHY),1099
FIT INTO,1100
FITNESS,1101
FIVE,1102
